#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# Cross-lingual analysis  This repository contains the translation codes used in the paper \[A cost-benefit analysis of cross-lingual transfer methods\](https://arxiv.org/abs/2105.06813).
1-1	0-1	#	*[523]|*[779]	SOFTWARE[523]|SOFTWARE[779]
15-7	2104-2105	&	*[779]	SOFTWARE[779]
15-8	2105-2106	A	*[779]	SOFTWARE[779]
15-9	2106-2107	)	*[779]	SOFTWARE[779]
15-10	2108-2109	-	*[779]	SOFTWARE[779]
15-11	2110-2111	\[	*[779]	SOFTWARE[779]
15-12	2111-2117	FaQuAD	*[779]	SOFTWARE[779]
15-13	2117-2118	\]	*[779]	SOFTWARE[779]
15-14	2118-2119	(	*[779]	SOFTWARE[779]
15-15	2119-2124	https	*[779]	SOFTWARE[779]
15-16	2124-2125	:	*[779]	SOFTWARE[779]
15-17	2125-2126	/	*[779]	SOFTWARE[779]
15-18	2126-2127	/	*[779]	SOFTWARE[779]
15-19	2127-2152	colab.research.google.com	*[779]	SOFTWARE[779]
15-20	2152-2153	/	*[779]	SOFTWARE[779]
15-21	2153-2158	drive	*[779]	SOFTWARE[779]
15-22	2158-2159	/	*[779]	SOFTWARE[779]
15-23	2159-2192	1HdPjzn61genPyZfiDG5fqAwPNI4vhegw	*[779]	SOFTWARE[779]
15-24	2192-2193	?	*[779]	SOFTWARE[779]

#Text=usp=sharing) (Q&A) - \[MNLI\](https://colab.research.google.com/drive/1Y9ZaJuN-SVo0fmwypPzcJCOetFw-A2tx?
16-1	2193-2196	usp	*[779]	SOFTWARE[779]
16-2	2196-2197	=	*[779]	SOFTWARE[779]
16-3	2197-2204	sharing	*[779]	SOFTWARE[779]
16-4	2204-2205	)	*[779]	SOFTWARE[779]
16-5	2206-2207	(	*[779]	SOFTWARE[779]
16-6	2207-2208	Q	*[779]	SOFTWARE[779]
16-7	2208-2209	&	*[779]	SOFTWARE[779]
16-8	2209-2210	A	*[779]	SOFTWARE[779]
16-9	2210-2211	)	*[779]	SOFTWARE[779]
16-10	2212-2213	-	*[779]	SOFTWARE[779]
16-11	2214-2215	\[	*[779]	SOFTWARE[779]
16-12	2215-2219	MNLI	*[779]	SOFTWARE[779]
16-13	2219-2220	\]	*[779]	SOFTWARE[779]
16-14	2220-2221	(	*[779]	SOFTWARE[779]
16-15	2221-2226	https	*[779]	SOFTWARE[779]
16-16	2226-2227	:	*[779]	SOFTWARE[779]
16-17	2227-2228	/	*[779]	SOFTWARE[779]
16-18	2228-2229	/	*[779]	SOFTWARE[779]
16-19	2229-2254	colab.research.google.com	*[779]	SOFTWARE[779]
16-20	2254-2255	/	*[779]	SOFTWARE[779]
16-21	2255-2260	drive	*[779]	SOFTWARE[779]
16-22	2260-2261	/	*[779]	SOFTWARE[779]
16-23	2261-2294	1Y9ZaJuN-SVo0fmwypPzcJCOetFw-A2tx	*[779]	SOFTWARE[779]
16-24	2294-2295	?	*[779]	SOFTWARE[779]

#Text=usp=sharing) (NLI) - \[ASSIN2\](https://colab.research.google.com/drive/1S5zwaw8KWee8y6Vyq-XHC8Am3GmGFpv9?
17-1	2295-2298	usp	*[779]	SOFTWARE[779]
17-2	2298-2299	=	*[779]	SOFTWARE[779]
17-3	2299-2306	sharing	*[779]	SOFTWARE[779]
17-4	2306-2307	)	*[779]	SOFTWARE[779]
17-5	2308-2309	(	*[779]	SOFTWARE[779]
17-6	2309-2312	NLI	*[779]	SOFTWARE[779]
17-7	2312-2313	)	*[779]	SOFTWARE[779]
17-8	2314-2315	-	*[779]	SOFTWARE[779]
17-9	2316-2317	\[	*[779]	SOFTWARE[779]
17-10	2317-2323	ASSIN2	*[779]	SOFTWARE[779]
17-11	2323-2324	\]	*[779]	SOFTWARE[779]
17-12	2324-2325	(	*[779]	SOFTWARE[779]
17-13	2325-2330	https	*[779]	SOFTWARE[779]
17-14	2330-2331	:	*[779]	SOFTWARE[779]
17-15	2331-2332	/	*[779]	SOFTWARE[779]
17-16	2332-2333	/	*[779]	SOFTWARE[779]
17-17	2333-2358	colab.research.google.com	*[779]	SOFTWARE[779]
17-18	2358-2359	/	*[779]	SOFTWARE[779]
17-19	2359-2364	drive	*[779]	SOFTWARE[779]
17-20	2364-2365	/	*[779]	SOFTWARE[779]
17-21	2365-2398	1S5zwaw8KWee8y6Vyq-XHC8Am3GmGFpv9	*[779]	SOFTWARE[779]
17-22	2398-2399	?	*[779]	SOFTWARE[779]

#Text=usp=sharing) (NLI)  The datasets SQuAD and MNLI are directly downloaded from the notebooks of this repository.
18-1	2399-2402	usp	*[779]	SOFTWARE[779]
18-2	2402-2403	=	*[779]	SOFTWARE[779]
18-3	2403-2410	sharing	*[779]	SOFTWARE[779]
18-4	2410-2411	)	*[779]	SOFTWARE[779]
18-5	2412-2413	(	*[779]	SOFTWARE[779]
18-6	2413-2416	NLI	*[779]	SOFTWARE[779]
18-7	2416-2417	)	*[779]	SOFTWARE[779]
18-8	2419-2422	The	*[779]	SOFTWARE[779]
18-9	2423-2431	datasets	*[779]	SOFTWARE[779]
18-10	2432-2437	SQuAD	*[779]	SOFTWARE[779]
18-11	2438-2441	and	*[779]	SOFTWARE[779]
18-12	2442-2446	MNLI	*[779]	SOFTWARE[779]
18-13	2447-2450	are	*[779]	SOFTWARE[779]
18-14	2451-2459	directly	*[779]	SOFTWARE[779]
18-15	2460-2470	downloaded	*[779]	SOFTWARE[779]
18-16	2471-2475	from	*[779]	SOFTWARE[779]
18-17	2476-2479	the	*[779]	SOFTWARE[779]
18-18	2480-2489	notebooks	*[779]	SOFTWARE[779]
18-19	2490-2492	of	*[779]	SOFTWARE[779]
18-20	2493-2497	this	*[779]	SOFTWARE[779]
18-21	2498-2508	repository	*[779]	SOFTWARE[779]
18-22	2508-2509	.	*[779]	SOFTWARE[779]

#Text=We also provide the FaQuAD and ASSIN2 datasets
19-1	2510-2512	We	*[779]	SOFTWARE[779]
19-2	2513-2517	also	*[779]	SOFTWARE[779]
19-3	2518-2525	provide	*[779]	SOFTWARE[779]
19-4	2526-2529	the	*[779]	SOFTWARE[779]
19-5	2530-2536	FaQuAD	*[779]	SOFTWARE[779]
19-6	2537-2540	and	*[779]	SOFTWARE[779]
19-7	2541-2547	ASSIN2	*[779]	SOFTWARE[779]
19-8	2548-2556	datasets	*[779]	SOFTWARE[779]

#Text=.
20-1	2556-2557	.	*[779]	SOFTWARE[779]

#Text=\|                                 \|   SQuAD    \| FaQuAD   \| MNLI       \| ASSIN2   \|  \| ------------------------------- \| ---------- \| -------- \| ---------- \|--------- \|  \| Training examples               \|  86,288    \|   837    \|   392,702  \|  6,500   \|    \| Test examples                   \|  21,557    \|   63     \|   20,000   \|  2,448   \|     \| Translate Train (Batch size = 1)\|    34h     \|   -      \|    36h     \|    -     \|   \| Translate Test (Batch size = 1) \|    -       \|  1m 30s  \|    -       \|   31m    \| ## References  \[1\] \[BERTimbau: Pretrained BERT Models for Brazilian Portuguese\](https://www.researchgate.net/publication/345395208\_BERTimbau\_Pretrained\_BERT\_Models\_for\_Brazilian\_Portuguese)  \[2\] \[PTT5: Pretraining and validating the T5 model on Brazilian Portuguese data\](https://arxiv.org/abs/2008.09144)  ## How do I cite this work?
21-1	2559-2560	\|	*[779]	SOFTWARE[779]
21-2	2593-2594	\|	*[779]	SOFTWARE[779]
21-3	2597-2602	SQuAD	*[779]	SOFTWARE[779]
21-4	2606-2607	\|	*[779]	SOFTWARE[779]
21-5	2608-2614	FaQuAD	*[779]	SOFTWARE[779]
21-6	2617-2618	\|	*[779]	SOFTWARE[779]
21-7	2619-2623	MNLI	*[779]	SOFTWARE[779]
21-8	2630-2631	\|	*[779]	SOFTWARE[779]
21-9	2632-2638	ASSIN2	*[779]	SOFTWARE[779]
21-10	2641-2642	\|	*[779]	SOFTWARE[779]
21-11	2644-2645	\|	*[779]	SOFTWARE[779]
21-12	2646-2647	-	*[779]	SOFTWARE[779]
21-13	2647-2648	-	*[779]	SOFTWARE[779]
21-14	2648-2649	-	*[779]	SOFTWARE[779]
21-15	2649-2650	-	*[779]	SOFTWARE[779]
21-16	2650-2651	-	*[779]	SOFTWARE[779]
21-17	2651-2652	-	*[779]	SOFTWARE[779]
21-18	2652-2653	-	*[779]	SOFTWARE[779]
21-19	2653-2654	-	*[779]	SOFTWARE[779]
21-20	2654-2655	-	*[779]	SOFTWARE[779]
21-21	2655-2656	-	*[779]	SOFTWARE[779]
21-22	2656-2657	-	*[779]	SOFTWARE[779]
21-23	2657-2658	-	*[779]	SOFTWARE[779]
21-24	2658-2659	-	*[779]	SOFTWARE[779]
21-25	2659-2660	-	*[779]	SOFTWARE[779]
21-26	2660-2661	-	*[779]	SOFTWARE[779]
21-27	2661-2662	-	*[779]	SOFTWARE[779]
21-28	2662-2663	-	*[779]	SOFTWARE[779]
21-29	2663-2664	-	*[779]	SOFTWARE[779]
21-30	2664-2665	-	*[779]	SOFTWARE[779]
21-31	2665-2666	-	*[779]	SOFTWARE[779]
21-32	2666-2667	-	*[779]	SOFTWARE[779]
21-33	2667-2668	-	*[779]	SOFTWARE[779]
21-34	2668-2669	-	*[779]	SOFTWARE[779]
21-35	2669-2670	-	*[779]	SOFTWARE[779]
21-36	2670-2671	-	*[779]	SOFTWARE[779]
21-37	2671-2672	-	*[779]	SOFTWARE[779]
21-38	2672-2673	-	*[779]	SOFTWARE[779]
21-39	2673-2674	-	*[779]	SOFTWARE[779]
21-40	2674-2675	-	*[779]	SOFTWARE[779]
21-41	2675-2676	-	*[779]	SOFTWARE[779]
21-42	2676-2677	-	*[779]	SOFTWARE[779]
21-43	2678-2679	\|	*[779]	SOFTWARE[779]
21-44	2680-2681	-	*[779]	SOFTWARE[779]
21-45	2681-2682	-	*[779]	SOFTWARE[779]
21-46	2682-2683	-	*[779]	SOFTWARE[779]
21-47	2683-2684	-	*[779]	SOFTWARE[779]
21-48	2684-2685	-	*[779]	SOFTWARE[779]
21-49	2685-2686	-	*[779]	SOFTWARE[779]
21-50	2686-2687	-	*[779]	SOFTWARE[779]
21-51	2687-2688	-	*[779]	SOFTWARE[779]
21-52	2688-2689	-	*[779]	SOFTWARE[779]
21-53	2689-2690	-	*[779]	SOFTWARE[779]
21-54	2691-2692	\|	*[779]	SOFTWARE[779]
21-55	2693-2694	-	*[779]	SOFTWARE[779]
21-56	2694-2695	-	*[779]	SOFTWARE[779]
21-57	2695-2696	-	*[779]	SOFTWARE[779]
21-58	2696-2697	-	*[779]	SOFTWARE[779]
21-59	2697-2698	-	*[779]	SOFTWARE[779]
21-60	2698-2699	-	*[779]	SOFTWARE[779]
21-61	2699-2700	-	*[779]	SOFTWARE[779]
21-62	2700-2701	-	*[779]	SOFTWARE[779]
21-63	2702-2703	\|	*[779]	SOFTWARE[779]
21-64	2704-2705	-	*[779]	SOFTWARE[779]
21-65	2705-2706	-	*[779]	SOFTWARE[779]
21-66	2706-2707	-	*[779]	SOFTWARE[779]
21-67	2707-2708	-	*[779]	SOFTWARE[779]
21-68	2708-2709	-	*[779]	SOFTWARE[779]
21-69	2709-2710	-	*[779]	SOFTWARE[779]
21-70	2710-2711	-	*[779]	SOFTWARE[779]
21-71	2711-2712	-	*[779]	SOFTWARE[779]
21-72	2712-2713	-	*[779]	SOFTWARE[779]
21-73	2713-2714	-	*[779]	SOFTWARE[779]
21-74	2715-2716	\|	*[779]	SOFTWARE[779]
21-75	2716-2717	-	*[779]	SOFTWARE[779]
21-76	2717-2718	-	*[779]	SOFTWARE[779]
21-77	2718-2719	-	*[779]	SOFTWARE[779]
21-78	2719-2720	-	*[779]	SOFTWARE[779]
21-79	2720-2721	-	*[779]	SOFTWARE[779]
21-80	2721-2722	-	*[779]	SOFTWARE[779]
21-81	2722-2723	-	*[779]	SOFTWARE[779]
21-82	2723-2724	-	*[779]	SOFTWARE[779]
21-83	2724-2725	-	*[779]	SOFTWARE[779]
21-84	2726-2727	\|	*[779]	SOFTWARE[779]
21-85	2729-2730	\|	*[779]	SOFTWARE[779]
21-86	2731-2739	Training	*[779]	SOFTWARE[779]
21-87	2740-2748	examples	*[779]	SOFTWARE[779]
21-88	2763-2764	\|	*[779]	SOFTWARE[779]
21-89	2766-2772	86,288	*[779]	SOFTWARE[779]
21-90	2776-2777	\|	*[779]	SOFTWARE[779]
21-91	2780-2783	837	*[779]	SOFTWARE[779]
21-92	2787-2788	\|	*[779]	SOFTWARE[779]
21-93	2791-2798	392,702	*[779]	SOFTWARE[779]
21-94	2800-2801	\|	*[779]	SOFTWARE[779]
21-95	2803-2808	6,500	*[779]	SOFTWARE[779]
21-96	2811-2812	\|	*[779]	SOFTWARE[779]
21-97	2816-2817	\|	*[779]	SOFTWARE[779]
21-98	2818-2822	Test	*[779]	SOFTWARE[779]
21-99	2823-2831	examples	*[779]	SOFTWARE[779]
21-100	2850-2851	\|	*[779]	SOFTWARE[779]
21-101	2853-2859	21,557	*[779]	SOFTWARE[779]
21-102	2863-2864	\|	*[779]	SOFTWARE[779]
21-103	2867-2869	63	*[779]	SOFTWARE[779]
21-104	2874-2875	\|	*[779]	SOFTWARE[779]
21-105	2878-2884	20,000	*[779]	SOFTWARE[779]
21-106	2887-2888	\|	*[779]	SOFTWARE[779]
21-107	2890-2895	2,448	*[779]	SOFTWARE[779]
21-108	2898-2899	\|	*[779]	SOFTWARE[779]
21-109	2904-2905	\|	*[779]	SOFTWARE[779]
21-110	2906-2915	Translate	*[779]	SOFTWARE[779]
21-111	2916-2921	Train	*[779]	SOFTWARE[779]
21-112	2922-2923	(	*[779]	SOFTWARE[779]
21-113	2923-2928	Batch	*[779]	SOFTWARE[779]
21-114	2929-2933	size	*[779]	SOFTWARE[779]
21-115	2934-2935	=	*[779]	SOFTWARE[779]
21-116	2936-2937	1	*[779]	SOFTWARE[779]
21-117	2937-2938	)	*[779]	SOFTWARE[779]
21-118	2938-2939	\|	*[779]	SOFTWARE[779]
21-119	2943-2946	34h	*[779]	SOFTWARE[779]
21-120	2951-2952	\|	*[779]	SOFTWARE[779]
21-121	2955-2956	-	*[779]	SOFTWARE[779]
21-122	2962-2963	\|	*[779]	SOFTWARE[779]
21-123	2967-2970	36h	*[779]	SOFTWARE[779]
21-124	2975-2976	\|	*[779]	SOFTWARE[779]
21-125	2980-2981	-	*[779]	SOFTWARE[779]
21-126	2986-2987	\|	*[779]	SOFTWARE[779]
21-127	2990-2991	\|	*[779]	SOFTWARE[779]
21-128	2992-3001	Translate	*[779]	SOFTWARE[779]
21-129	3002-3006	Test	*[779]	SOFTWARE[779]
21-130	3007-3008	(	*[779]	SOFTWARE[779]
21-131	3008-3013	Batch	*[779]	SOFTWARE[779]
21-132	3014-3018	size	*[779]	SOFTWARE[779]
21-133	3019-3020	=	*[779]	SOFTWARE[779]
21-134	3021-3022	1	*[779]	SOFTWARE[779]
21-135	3022-3023	)	*[779]	SOFTWARE[779]
21-136	3024-3025	\|	*[779]	SOFTWARE[779]
21-137	3029-3030	-	*[779]	SOFTWARE[779]
21-138	3037-3038	\|	*[779]	SOFTWARE[779]
21-139	3040-3042	1m	*[779]	SOFTWARE[779]
21-140	3043-3046	30s	*[779]	SOFTWARE[779]
21-141	3048-3049	\|	*[779]	SOFTWARE[779]
21-142	3053-3054	-	*[779]	SOFTWARE[779]
21-143	3061-3062	\|	*[779]	SOFTWARE[779]
21-144	3065-3068	31m	*[779]	SOFTWARE[779]
21-145	3072-3073	\|	*[779]	SOFTWARE[779]
21-146	3074-3075	#	*[779]	SOFTWARE[779]
21-147	3075-3076	#	*[779]	SOFTWARE[779]
21-148	3077-3087	References	*[779]	SOFTWARE[779]
21-149	3089-3090	\[	*[779]	SOFTWARE[779]
21-150	3090-3091	1	*[779]	SOFTWARE[779]
21-151	3091-3092	\]	*[779]	SOFTWARE[779]
21-152	3093-3094	\[	*[779]	SOFTWARE[779]
21-153	3094-3103	BERTimbau	*[779]	SOFTWARE[779]
21-154	3103-3104	:	*[779]	SOFTWARE[779]
21-155	3105-3115	Pretrained	*[779]	SOFTWARE[779]
21-156	3116-3120	BERT	*[779]	SOFTWARE[779]
21-157	3121-3127	Models	*[779]	SOFTWARE[779]
21-158	3128-3131	for	*[779]	SOFTWARE[779]
21-159	3132-3141	Brazilian	*[779]	SOFTWARE[779]
21-160	3142-3152	Portuguese	*[779]	SOFTWARE[779]
21-161	3152-3153	\]	*[779]	SOFTWARE[779]
21-162	3153-3154	(	*[779]	SOFTWARE[779]
21-163	3154-3159	https	*[779]	SOFTWARE[779]
21-164	3159-3160	:	*[779]	SOFTWARE[779]
21-165	3160-3161	/	*[779]	SOFTWARE[779]
21-166	3161-3162	/	*[779]	SOFTWARE[779]
21-167	3162-3182	www.researchgate.net	*[779]	SOFTWARE[779]
21-168	3182-3183	/	*[779]	SOFTWARE[779]
21-169	3183-3194	publication	*[779]	SOFTWARE[779]
21-170	3194-3195	/	*[779]	SOFTWARE[779]
21-171	3195-3204	345395208	*[779]	SOFTWARE[779]
21-172	3204-3205	\_	*[779]	SOFTWARE[779]
21-173	3205-3262	BERTimbau\_Pretrained\_BERT\_Models\_for\_Brazilian\_Portuguese	*[779]	SOFTWARE[779]
21-174	3262-3263	)	*[779]	SOFTWARE[779]
21-175	3265-3266	\[	*[779]	SOFTWARE[779]
21-176	3266-3267	2	*[779]	SOFTWARE[779]
21-177	3267-3268	\]	*[779]	SOFTWARE[779]
21-178	3269-3270	\[	*[779]	SOFTWARE[779]
21-179	3270-3274	PTT5	*[779]	SOFTWARE[779]
21-180	3274-3275	:	*[779]	SOFTWARE[779]
21-181	3276-3287	Pretraining	*[779]	SOFTWARE[779]
21-182	3288-3291	and	*[779]	SOFTWARE[779]
21-183	3292-3302	validating	*[779]	SOFTWARE[779]
21-184	3303-3306	the	*[779]	SOFTWARE[779]
21-185	3307-3309	T5	*[779]	SOFTWARE[779]
21-186	3310-3315	model	*[779]	SOFTWARE[779]
21-187	3316-3318	on	*[779]	SOFTWARE[779]
21-188	3319-3328	Brazilian	*[779]	SOFTWARE[779]
21-189	3329-3339	Portuguese	*[779]	SOFTWARE[779]
21-190	3340-3344	data	*[779]	SOFTWARE[779]
21-191	3344-3345	\]	*[779]	SOFTWARE[779]
21-192	3345-3346	(	*[779]	SOFTWARE[779]
21-193	3346-3351	https	*[779]	SOFTWARE[779]
21-194	3351-3352	:	*[779]	SOFTWARE[779]
21-195	3352-3353	/	*[779]	SOFTWARE[779]
21-196	3353-3354	/	*[779]	SOFTWARE[779]
21-197	3354-3363	arxiv.org	*[779]	SOFTWARE[779]
21-198	3363-3364	/	*[779]	SOFTWARE[779]
21-199	3364-3367	abs	*[779]	SOFTWARE[779]
21-200	3367-3368	/	*[779]	SOFTWARE[779]
21-201	3368-3378	2008.09144	*[779]	SOFTWARE[779]
21-202	3378-3379	)	*[779]	SOFTWARE[779]
21-203	3381-3382	#	*[779]	SOFTWARE[779]
21-204	3382-3383	#	*[779]	SOFTWARE[779]
21-205	3384-3387	How	*[779]	SOFTWARE[779]
21-206	3388-3390	do	*[779]	SOFTWARE[779]
21-207	3391-3392	I	*[779]	SOFTWARE[779]
21-208	3393-3397	cite	*[779]	SOFTWARE[779]
21-209	3398-3402	this	*[779]	SOFTWARE[779]
21-210	3403-3407	work	*[779]	SOFTWARE[779]
21-211	3407-3408	?	*[779]	SOFTWARE[779]

#Text=~~~ {.xml  @article{cross-lingual2021,     title={A cost-benefit analysis of cross-lingual transfer methods},     author={Moraes, Guilherme and Bonifácio, Luiz Henrique and Rodrigues de Souza, Leandro and Nogueira, Rodrigo and Lotufo, Roberto},     journal={arXiv preprint arXiv:2105.06813},     url={https://arxiv.org/abs/2105.06813},     year={2021} } ~~~
22-1	3410-3411	~	*[779]	SOFTWARE[779]
22-2	3411-3412	~	*[779]	SOFTWARE[779]
22-3	3412-3413	~	*[779]	SOFTWARE[779]
22-4	3414-3415	{	*[779]	SOFTWARE[779]
22-5	3415-3416	.	*[779]	SOFTWARE[779]
22-6	3416-3419	xml	*[779]	SOFTWARE[779]
22-7	3421-3422	@	*[779]	SOFTWARE[779]
22-8	3422-3429	article	*[779]	SOFTWARE[779]
22-9	3429-3430	{	*[779]	SOFTWARE[779]
22-10	3430-3447	cross-lingual2021	*[779]	SOFTWARE[779]
22-11	3447-3448	,	*[779]	SOFTWARE[779]
22-12	3453-3458	title	*[779]	SOFTWARE[779]
22-13	3458-3459	=	*[779]	SOFTWARE[779]
22-14	3459-3460	{	*[779]	SOFTWARE[779]
22-15	3460-3461	A	*[779]	SOFTWARE[779]
22-16	3462-3474	cost-benefit	*[779]	SOFTWARE[779]
22-17	3475-3483	analysis	*[779]	SOFTWARE[779]
22-18	3484-3486	of	*[779]	SOFTWARE[779]
22-19	3487-3500	cross-lingual	*[779]	SOFTWARE[779]
22-20	3501-3509	transfer	*[779]	SOFTWARE[779]
22-21	3510-3517	methods	*[779]	SOFTWARE[779]
22-22	3517-3518	}	*[779]	SOFTWARE[779]
22-23	3518-3519	,	*[779]	SOFTWARE[779]
22-24	3524-3530	author	*[779]	SOFTWARE[779]
22-25	3530-3531	=	*[779]	SOFTWARE[779]
22-26	3531-3532	{	*[779]	SOFTWARE[779]
22-27	3532-3538	Moraes	*[779]	SOFTWARE[779]
22-28	3538-3539	,	*[779]	SOFTWARE[779]
22-29	3540-3549	Guilherme	*[779]	SOFTWARE[779]
22-30	3550-3553	and	*[779]	SOFTWARE[779]
22-31	3554-3563	Bonifácio	*[779]	SOFTWARE[779]
22-32	3563-3564	,	*[779]	SOFTWARE[779]
22-33	3565-3569	Luiz	*[779]	SOFTWARE[779]
22-34	3570-3578	Henrique	*[779]	SOFTWARE[779]
22-35	3579-3582	and	*[779]	SOFTWARE[779]
22-36	3583-3592	Rodrigues	*[779]	SOFTWARE[779]
22-37	3593-3595	de	*[779]	SOFTWARE[779]
22-38	3596-3601	Souza	*[779]	SOFTWARE[779]
22-39	3601-3602	,	*[779]	SOFTWARE[779]
22-40	3603-3610	Leandro	*[779]	SOFTWARE[779]
22-41	3611-3614	and	*[779]	SOFTWARE[779]
22-42	3615-3623	Nogueira	*[779]	SOFTWARE[779]
22-43	3623-3624	,	*[779]	SOFTWARE[779]
22-44	3625-3632	Rodrigo	*[779]	SOFTWARE[779]
22-45	3633-3636	and	*[779]	SOFTWARE[779]
22-46	3637-3643	Lotufo	*[779]	SOFTWARE[779]
22-47	3643-3644	,	*[779]	SOFTWARE[779]
22-48	3645-3652	Roberto	*[779]	SOFTWARE[779]
22-49	3652-3653	}	*[779]	SOFTWARE[779]
22-50	3653-3654	,	*[779]	SOFTWARE[779]
22-51	3659-3666	journal	*[779]	SOFTWARE[779]
22-52	3666-3667	=	*[779]	SOFTWARE[779]
22-53	3667-3668	{	*[779]	SOFTWARE[779]
22-54	3668-3673	arXiv	*[779]	SOFTWARE[779]
22-55	3674-3682	preprint	*[779]	SOFTWARE[779]
22-56	3683-3688	arXiv	*[779]	SOFTWARE[779]
22-57	3688-3689	:	*[779]	SOFTWARE[779]
22-58	3689-3699	2105.06813	*[779]	SOFTWARE[779]
22-59	3699-3700	}	*[779]	SOFTWARE[779]
22-60	3700-3701	,	*[779]	SOFTWARE[779]
22-61	3706-3709	url	*[779]	SOFTWARE[779]
22-62	3709-3710	=	*[779]	SOFTWARE[779]
22-63	3710-3711	{	*[779]	SOFTWARE[779]
22-64	3711-3716	https	*[779]	SOFTWARE[779]
22-65	3716-3717	:	*[779]	SOFTWARE[779]
22-66	3717-3718	/	*[779]	SOFTWARE[779]
22-67	3718-3719	/	*[779]	SOFTWARE[779]
22-68	3719-3728	arxiv.org	*[779]	SOFTWARE[779]
22-69	3728-3729	/	*[779]	SOFTWARE[779]
22-70	3729-3732	abs	*[779]	SOFTWARE[779]
22-71	3732-3733	/	*[779]	SOFTWARE[779]
22-72	3733-3743	2105.06813	*[779]	SOFTWARE[779]
22-73	3743-3744	}	*[779]	SOFTWARE[779]
22-74	3744-3745	,	*[779]	SOFTWARE[779]
22-75	3750-3754	year	*[779]	SOFTWARE[779]
22-76	3754-3755	=	*[779]	SOFTWARE[779]
22-77	3755-3756	{	*[779]	SOFTWARE[779]
22-78	3756-3760	2021	*[779]	SOFTWARE[779]
22-79	3760-3761	}	*[779]	SOFTWARE[779]
22-80	3762-3763	}	*[779]	SOFTWARE[779]
22-81	3764-3765	~	*[779]	SOFTWARE[779]
22-82	3765-3766	~	*[779]	SOFTWARE[779]
22-83	3766-3767	~	*[779]	SOFTWARE[779]
