#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=# DC-ShadowNet (ICCV'2021)  ## Introduction > \[DC-ShadowNet: Single-Image Hard and Soft Shadow Removal Using Unsupervised Domain-Classifier Guided Network\](https://arxiv.org/abs/2207.10434)<br> >  International Conference on Computer Vision (ICCV'2021)  \[Yeying Jin\](https://jinyeying.github.io/), \[Aashish Sharma\](https://aasharma90.github.io/) and \[Robby T.
1-1	0-1	#	*[523]|*[787]	SOFTWARE[523]|SOFTWARE[787]
29-11	4197-4202	model	*[787]	SOFTWARE[787]
29-12	4202-4203	/	*[787]	SOFTWARE[787]
29-13	4203-4204	`	*[787]	SOFTWARE[787]
29-14	4204-4205	\|	*[787]	SOFTWARE[787]
29-15	4206-4207	\[	*[787]	SOFTWARE[787]
29-16	4207-4208	\[	*[787]	SOFTWARE[787]
29-17	4208-4215	Dropbox	*[787]	SOFTWARE[787]
29-18	4215-4216	\]	*[787]	SOFTWARE[787]
29-19	4216-4217	\]	*[787]	SOFTWARE[787]
29-20	4217-4218	(	*[787]	SOFTWARE[787]
29-21	4218-4223	https	*[787]	SOFTWARE[787]
29-22	4223-4224	:	*[787]	SOFTWARE[787]
29-23	4224-4225	/	*[787]	SOFTWARE[787]
29-24	4225-4226	/	*[787]	SOFTWARE[787]
29-25	4226-4241	www.dropbox.com	*[787]	SOFTWARE[787]
29-26	4241-4242	/	*[787]	SOFTWARE[787]
29-27	4242-4243	s	*[787]	SOFTWARE[787]
29-28	4243-4244	/	*[787]	SOFTWARE[787]
29-29	4244-4259	uacmjnnmzfldh10	*[787]	SOFTWARE[787]
29-30	4259-4260	/	*[787]	SOFTWARE[787]
29-31	4260-4282	DC-ShadowNet\_AISTD.zip	*[787]	SOFTWARE[787]
29-32	4282-4283	?	*[787]	SOFTWARE[787]

#Text=dl=0) \| \[\[BaiduPan(code:3waf)\]\](https://pan.baidu.com/s/1BdBW2H3YAEJdPyuUYGiiuQ?
30-1	4283-4285	dl	*[787]	SOFTWARE[787]
30-2	4285-4286	=	*[787]	SOFTWARE[787]
30-3	4286-4287	0	*[787]	SOFTWARE[787]
30-4	4287-4288	)	*[787]	SOFTWARE[787]
30-5	4289-4290	\|	*[787]	SOFTWARE[787]
30-6	4291-4292	\[	*[787]	SOFTWARE[787]
30-7	4292-4293	\[	*[787]	SOFTWARE[787]
30-8	4293-4301	BaiduPan	*[787]	SOFTWARE[787]
30-9	4301-4302	(	*[787]	SOFTWARE[787]
30-10	4302-4306	code	*[787]	SOFTWARE[787]
30-11	4306-4307	:	*[787]	SOFTWARE[787]
30-12	4307-4311	3waf	*[787]	SOFTWARE[787]
30-13	4311-4312	)	*[787]	SOFTWARE[787]
30-14	4312-4313	\]	*[787]	SOFTWARE[787]
30-15	4313-4314	\]	*[787]	SOFTWARE[787]
30-16	4314-4315	(	*[787]	SOFTWARE[787]
30-17	4315-4320	https	*[787]	SOFTWARE[787]
30-18	4320-4321	:	*[787]	SOFTWARE[787]
30-19	4321-4322	/	*[787]	SOFTWARE[787]
30-20	4322-4323	/	*[787]	SOFTWARE[787]
30-21	4323-4336	pan.baidu.com	*[787]	SOFTWARE[787]
30-22	4336-4337	/	*[787]	SOFTWARE[787]
30-23	4337-4338	s	*[787]	SOFTWARE[787]
30-24	4338-4339	/	*[787]	SOFTWARE[787]
30-25	4339-4362	1BdBW2H3YAEJdPyuUYGiiuQ	*[787]	SOFTWARE[787]
30-26	4362-4363	?	*[787]	SOFTWARE[787]

#Text=pwd=3waf) \| \| ISTD \| \[\[Dropbox\]\](https://www.dropbox.com/scl/fi/jgdcftwxpvnwxegawbrqx/ISTD\_params\_0600000.pt?
31-1	4363-4366	pwd	*[787]	SOFTWARE[787]
31-2	4366-4367	=	*[787]	SOFTWARE[787]
31-3	4367-4371	3waf	*[787]	SOFTWARE[787]
31-4	4371-4372	)	*[787]	SOFTWARE[787]
31-5	4373-4374	\|	*[787]	SOFTWARE[787]
31-6	4375-4376	\|	*[787]	SOFTWARE[787]
31-7	4377-4381	ISTD	*[787]	SOFTWARE[787]
31-8	4382-4383	\|	*[787]	SOFTWARE[787]
31-9	4384-4385	\[	*[787]	SOFTWARE[787]
31-10	4385-4386	\[	*[787]	SOFTWARE[787]
31-11	4386-4393	Dropbox	*[787]	SOFTWARE[787]
31-12	4393-4394	\]	*[787]	SOFTWARE[787]
31-13	4394-4395	\]	*[787]	SOFTWARE[787]
31-14	4395-4396	(	*[787]	SOFTWARE[787]
31-15	4396-4401	https	*[787]	SOFTWARE[787]
31-16	4401-4402	:	*[787]	SOFTWARE[787]
31-17	4402-4403	/	*[787]	SOFTWARE[787]
31-18	4403-4404	/	*[787]	SOFTWARE[787]
31-19	4404-4419	www.dropbox.com	*[787]	SOFTWARE[787]
31-20	4419-4420	/	*[787]	SOFTWARE[787]
31-21	4420-4423	scl	*[787]	SOFTWARE[787]
31-22	4423-4424	/	*[787]	SOFTWARE[787]
31-23	4424-4426	fi	*[787]	SOFTWARE[787]
31-24	4426-4427	/	*[787]	SOFTWARE[787]
31-25	4427-4448	jgdcftwxpvnwxegawbrqx	*[787]	SOFTWARE[787]
31-26	4448-4449	/	*[787]	SOFTWARE[787]
31-27	4449-4460	ISTD\_params	*[787]	SOFTWARE[787]
31-28	4460-4461	\_	*[787]	SOFTWARE[787]
31-29	4461-4468	0600000	*[787]	SOFTWARE[787]
31-30	4468-4469	.	*[787]	SOFTWARE[787]
31-31	4469-4471	pt	*[787]	SOFTWARE[787]
31-32	4471-4472	?	*[787]	SOFTWARE[787]

#Text=rlkey=pdylqoxxx0krjza4a6uwzgd85&dl=0) \|\[\[BaiduPan(code:b8o0)\]\](https://pan.baidu.com/s/1qtC0PtCqS5drYRi1-Ta2gw?
32-1	4472-4477	rlkey	*[787]	SOFTWARE[787]
32-2	4477-4478	=	*[787]	SOFTWARE[787]
32-3	4478-4504	pdylqoxxx0krjza4a6uwzgd85&	*[787]	SOFTWARE[787]
32-4	4504-4506	dl	*[787]	SOFTWARE[787]
32-5	4506-4507	=	*[787]	SOFTWARE[787]
32-6	4507-4508	0	*[787]	SOFTWARE[787]
32-7	4508-4509	)	*[787]	SOFTWARE[787]
32-8	4510-4511	\|	*[787]	SOFTWARE[787]
32-9	4511-4512	\[	*[787]	SOFTWARE[787]
32-10	4512-4513	\[	*[787]	SOFTWARE[787]
32-11	4513-4521	BaiduPan	*[787]	SOFTWARE[787]
32-12	4521-4522	(	*[787]	SOFTWARE[787]
32-13	4522-4526	code	*[787]	SOFTWARE[787]
32-14	4526-4527	:	*[787]	SOFTWARE[787]
32-15	4527-4531	b8o0	*[787]	SOFTWARE[787]
32-16	4531-4532	)	*[787]	SOFTWARE[787]
32-17	4532-4533	\]	*[787]	SOFTWARE[787]
32-18	4533-4534	\]	*[787]	SOFTWARE[787]
32-19	4534-4535	(	*[787]	SOFTWARE[787]
32-20	4535-4540	https	*[787]	SOFTWARE[787]
32-21	4540-4541	:	*[787]	SOFTWARE[787]
32-22	4541-4542	/	*[787]	SOFTWARE[787]
32-23	4542-4543	/	*[787]	SOFTWARE[787]
32-24	4543-4556	pan.baidu.com	*[787]	SOFTWARE[787]
32-25	4556-4557	/	*[787]	SOFTWARE[787]
32-26	4557-4558	s	*[787]	SOFTWARE[787]
32-27	4558-4559	/	*[787]	SOFTWARE[787]
32-28	4559-4576	1qtC0PtCqS5drYRi1	*[787]	SOFTWARE[787]
32-29	4576-4577	-	*[787]	SOFTWARE[787]
32-30	4577-4582	Ta2gw	*[787]	SOFTWARE[787]
32-31	4582-4583	?	*[787]	SOFTWARE[787]

#Text=pwd=b8o0) \|`results/ISTD/model/`\| \[\[Dropbox\]\](https://www.dropbox.com/s/vlo9ng6hufyxuxl/DC-ShadowNet\_ISTD.zip?
33-1	4583-4586	pwd	*[787]	SOFTWARE[787]
33-2	4586-4587	=	*[787]	SOFTWARE[787]
33-3	4587-4591	b8o0	*[787]	SOFTWARE[787]
33-4	4591-4592	)	*[787]	SOFTWARE[787]
33-5	4593-4594	\|	*[787]	SOFTWARE[787]
33-6	4594-4595	`	*[787]	SOFTWARE[787]
33-7	4595-4602	results	*[787]	SOFTWARE[787]
33-8	4602-4603	/	*[787]	SOFTWARE[787]
33-9	4603-4607	ISTD	*[787]	SOFTWARE[787]
33-10	4607-4608	/	*[787]	SOFTWARE[787]
33-11	4608-4613	model	*[787]	SOFTWARE[787]
33-12	4613-4614	/	*[787]	SOFTWARE[787]
33-13	4614-4615	`	*[787]	SOFTWARE[787]
33-14	4615-4616	\|	*[787]	SOFTWARE[787]
33-15	4617-4618	\[	*[787]	SOFTWARE[787]
33-16	4618-4619	\[	*[787]	SOFTWARE[787]
33-17	4619-4626	Dropbox	*[787]	SOFTWARE[787]
33-18	4626-4627	\]	*[787]	SOFTWARE[787]
33-19	4627-4628	\]	*[787]	SOFTWARE[787]
33-20	4628-4629	(	*[787]	SOFTWARE[787]
33-21	4629-4634	https	*[787]	SOFTWARE[787]
33-22	4634-4635	:	*[787]	SOFTWARE[787]
33-23	4635-4636	/	*[787]	SOFTWARE[787]
33-24	4636-4637	/	*[787]	SOFTWARE[787]
33-25	4637-4652	www.dropbox.com	*[787]	SOFTWARE[787]
33-26	4652-4653	/	*[787]	SOFTWARE[787]
33-27	4653-4654	s	*[787]	SOFTWARE[787]
33-28	4654-4655	/	*[787]	SOFTWARE[787]
33-29	4655-4670	vlo9ng6hufyxuxl	*[787]	SOFTWARE[787]
33-30	4670-4671	/	*[787]	SOFTWARE[787]
33-31	4671-4692	DC-ShadowNet\_ISTD.zip	*[787]	SOFTWARE[787]
33-32	4692-4693	?	*[787]	SOFTWARE[787]

#Text=dl=0) \|\[BaiduPan(code:hh4n)\](https://pan.baidu.com/s/1mX-bjzSbzojWAhy54JvmTA?
34-1	4693-4695	dl	*[787]	SOFTWARE[787]
34-2	4695-4696	=	*[787]	SOFTWARE[787]
34-3	4696-4697	0	*[787]	SOFTWARE[787]
34-4	4697-4698	)	*[787]	SOFTWARE[787]
34-5	4699-4700	\|	*[787]	SOFTWARE[787]
34-6	4700-4701	\[	*[787]	SOFTWARE[787]
34-7	4701-4709	BaiduPan	*[787]	SOFTWARE[787]
34-8	4709-4710	(	*[787]	SOFTWARE[787]
34-9	4710-4714	code	*[787]	SOFTWARE[787]
34-10	4714-4715	:	*[787]	SOFTWARE[787]
34-11	4715-4719	hh4n	*[787]	SOFTWARE[787]
34-12	4719-4720	)	*[787]	SOFTWARE[787]
34-13	4720-4721	\]	*[787]	SOFTWARE[787]
34-14	4721-4722	(	*[787]	SOFTWARE[787]
34-15	4722-4727	https	*[787]	SOFTWARE[787]
34-16	4727-4728	:	*[787]	SOFTWARE[787]
34-17	4728-4729	/	*[787]	SOFTWARE[787]
34-18	4729-4730	/	*[787]	SOFTWARE[787]
34-19	4730-4743	pan.baidu.com	*[787]	SOFTWARE[787]
34-20	4743-4744	/	*[787]	SOFTWARE[787]
34-21	4744-4745	s	*[787]	SOFTWARE[787]
34-22	4745-4746	/	*[787]	SOFTWARE[787]
34-23	4746-4769	1mX-bjzSbzojWAhy54JvmTA	*[787]	SOFTWARE[787]
34-24	4769-4770	?	*[787]	SOFTWARE[787]

#Text=pwd=hh4n) \| \| USR  \| \[\[Dropbox\]\](https://www.dropbox.com/scl/fi/kcj4m88ha3razxqx1c7m6/USR\_params\_0600000.pt?
35-1	4770-4773	pwd	*[787]	SOFTWARE[787]
35-2	4773-4774	=	*[787]	SOFTWARE[787]
35-3	4774-4778	hh4n	*[787]	SOFTWARE[787]
35-4	4778-4779	)	*[787]	SOFTWARE[787]
35-5	4780-4781	\|	*[787]	SOFTWARE[787]
35-6	4782-4783	\|	*[787]	SOFTWARE[787]
35-7	4784-4787	USR	*[787]	SOFTWARE[787]
35-8	4789-4790	\|	*[787]	SOFTWARE[787]
35-9	4791-4792	\[	*[787]	SOFTWARE[787]
35-10	4792-4793	\[	*[787]	SOFTWARE[787]
35-11	4793-4800	Dropbox	*[787]	SOFTWARE[787]
35-12	4800-4801	\]	*[787]	SOFTWARE[787]
35-13	4801-4802	\]	*[787]	SOFTWARE[787]
35-14	4802-4803	(	*[787]	SOFTWARE[787]
35-15	4803-4808	https	*[787]	SOFTWARE[787]
35-16	4808-4809	:	*[787]	SOFTWARE[787]
35-17	4809-4810	/	*[787]	SOFTWARE[787]
35-18	4810-4811	/	*[787]	SOFTWARE[787]
35-19	4811-4826	www.dropbox.com	*[787]	SOFTWARE[787]
35-20	4826-4827	/	*[787]	SOFTWARE[787]
35-21	4827-4830	scl	*[787]	SOFTWARE[787]
35-22	4830-4831	/	*[787]	SOFTWARE[787]
35-23	4831-4833	fi	*[787]	SOFTWARE[787]
35-24	4833-4834	/	*[787]	SOFTWARE[787]
35-25	4834-4855	kcj4m88ha3razxqx1c7m6	*[787]	SOFTWARE[787]
35-26	4855-4856	/	*[787]	SOFTWARE[787]
35-27	4856-4866	USR\_params	*[787]	SOFTWARE[787]
35-28	4866-4867	\_	*[787]	SOFTWARE[787]
35-29	4867-4874	0600000	*[787]	SOFTWARE[787]
35-30	4874-4875	.	*[787]	SOFTWARE[787]
35-31	4875-4877	pt	*[787]	SOFTWARE[787]
35-32	4877-4878	?	*[787]	SOFTWARE[787]

#Text=rlkey=f14177w0udgh07q669q8shj1a&dl=0) \| \[BaiduPan(code:e0a8)\](https://pan.baidu.com/s/16MYozQ3QYT3bAhE-eTehXA?
36-1	4878-4883	rlkey	*[787]	SOFTWARE[787]
36-2	4883-4884	=	*[787]	SOFTWARE[787]
36-3	4884-4909	f14177w0udgh07q669q8shj1a	*[787]	SOFTWARE[787]
36-4	4909-4910	&	*[787]	SOFTWARE[787]
36-5	4910-4912	dl	*[787]	SOFTWARE[787]
36-6	4912-4913	=	*[787]	SOFTWARE[787]
36-7	4913-4914	0	*[787]	SOFTWARE[787]
36-8	4914-4915	)	*[787]	SOFTWARE[787]
36-9	4916-4917	\|	*[787]	SOFTWARE[787]
36-10	4918-4919	\[	*[787]	SOFTWARE[787]
36-11	4919-4927	BaiduPan	*[787]	SOFTWARE[787]
36-12	4927-4928	(	*[787]	SOFTWARE[787]
36-13	4928-4932	code	*[787]	SOFTWARE[787]
36-14	4932-4933	:	*[787]	SOFTWARE[787]
36-15	4933-4937	e0a8	*[787]	SOFTWARE[787]
36-16	4937-4938	)	*[787]	SOFTWARE[787]
36-17	4938-4939	\]	*[787]	SOFTWARE[787]
36-18	4939-4940	(	*[787]	SOFTWARE[787]
36-19	4940-4945	https	*[787]	SOFTWARE[787]
36-20	4945-4946	:	*[787]	SOFTWARE[787]
36-21	4946-4947	/	*[787]	SOFTWARE[787]
36-22	4947-4948	/	*[787]	SOFTWARE[787]
36-23	4948-4961	pan.baidu.com	*[787]	SOFTWARE[787]
36-24	4961-4962	/	*[787]	SOFTWARE[787]
36-25	4962-4963	s	*[787]	SOFTWARE[787]
36-26	4963-4964	/	*[787]	SOFTWARE[787]
36-27	4964-4987	16MYozQ3QYT3bAhE-eTehXA	*[787]	SOFTWARE[787]
36-28	4987-4988	?	*[787]	SOFTWARE[787]

#Text=pwd=e0a8)  \|`results/USR/model/`\| \[\[Dropbox\]\](https://www.dropbox.com/s/ybmwxtmo7cdljyz/DC-ShadowNet\_USR.zip?
37-1	4988-4991	pwd	*[787]	SOFTWARE[787]
37-2	4991-4992	=	*[787]	SOFTWARE[787]
37-3	4992-4996	e0a8	*[787]	SOFTWARE[787]
37-4	4996-4997	)	*[787]	SOFTWARE[787]
37-5	4999-5000	\|	*[787]	SOFTWARE[787]
37-6	5000-5001	`	*[787]	SOFTWARE[787]
37-7	5001-5008	results	*[787]	SOFTWARE[787]
37-8	5008-5009	/	*[787]	SOFTWARE[787]
37-9	5009-5012	USR	*[787]	SOFTWARE[787]
37-10	5012-5013	/	*[787]	SOFTWARE[787]
37-11	5013-5018	model	*[787]	SOFTWARE[787]
37-12	5018-5019	/	*[787]	SOFTWARE[787]
37-13	5019-5020	`	*[787]	SOFTWARE[787]
37-14	5020-5021	\|	*[787]	SOFTWARE[787]
37-15	5022-5023	\[	*[787]	SOFTWARE[787]
37-16	5023-5024	\[	*[787]	SOFTWARE[787]
37-17	5024-5031	Dropbox	*[787]	SOFTWARE[787]
37-18	5031-5032	\]	*[787]	SOFTWARE[787]
37-19	5032-5033	\]	*[787]	SOFTWARE[787]
37-20	5033-5034	(	*[787]	SOFTWARE[787]
37-21	5034-5039	https	*[787]	SOFTWARE[787]
37-22	5039-5040	:	*[787]	SOFTWARE[787]
37-23	5040-5041	/	*[787]	SOFTWARE[787]
37-24	5041-5042	/	*[787]	SOFTWARE[787]
37-25	5042-5057	www.dropbox.com	*[787]	SOFTWARE[787]
37-26	5057-5058	/	*[787]	SOFTWARE[787]
37-27	5058-5059	s	*[787]	SOFTWARE[787]
37-28	5059-5060	/	*[787]	SOFTWARE[787]
37-29	5060-5075	ybmwxtmo7cdljyz	*[787]	SOFTWARE[787]
37-30	5075-5076	/	*[787]	SOFTWARE[787]
37-31	5076-5096	DC-ShadowNet\_USR.zip	*[787]	SOFTWARE[787]
37-31	5089-5092	USR	*[787]	SOFTWARE[787]
37-32	5096-5097	?	*[787]	SOFTWARE[787]

#Text=dl=0) \| \[\[BaiduPan(code:u7ec)\]\](https://pan.baidu.com/s/1GINuAY3V39TodVdrH3mVlA?
38-1	5097-5099	dl	*[787]	SOFTWARE[787]
38-2	5099-5100	=	*[787]	SOFTWARE[787]
38-3	5100-5101	0	*[787]	SOFTWARE[787]
38-4	5101-5102	)	*[787]	SOFTWARE[787]
38-5	5103-5104	\|	*[787]	SOFTWARE[787]
38-6	5105-5106	\[	*[787]	SOFTWARE[787]
38-7	5106-5107	\[	*[787]	SOFTWARE[787]
38-8	5107-5115	BaiduPan	*[787]	SOFTWARE[787]
38-9	5115-5116	(	*[787]	SOFTWARE[787]
38-10	5116-5120	code	*[787]	SOFTWARE[787]
38-11	5120-5121	:	*[787]	SOFTWARE[787]
38-12	5121-5125	u7ec	*[787]	SOFTWARE[787]
38-13	5125-5126	)	*[787]	SOFTWARE[787]
38-14	5126-5127	\]	*[787]	SOFTWARE[787]
38-15	5127-5128	\]	*[787]	SOFTWARE[787]
38-16	5128-5129	(	*[787]	SOFTWARE[787]
38-17	5129-5134	https	*[787]	SOFTWARE[787]
38-18	5134-5135	:	*[787]	SOFTWARE[787]
38-19	5135-5136	/	*[787]	SOFTWARE[787]
38-20	5136-5137	/	*[787]	SOFTWARE[787]
38-21	5137-5150	pan.baidu.com	*[787]	SOFTWARE[787]
38-22	5150-5151	/	*[787]	SOFTWARE[787]
38-23	5151-5152	s	*[787]	SOFTWARE[787]
38-24	5152-5153	/	*[787]	SOFTWARE[787]
38-25	5153-5176	1GINuAY3V39TodVdrH3mVlA	*[787]	SOFTWARE[787]
38-26	5176-5177	?	*[787]	SOFTWARE[787]

#Text=pwd=u7ec) \| \| LRSS  \| - \| - \| -\| \[\[Dropbox\]\](https://www.dropbox.com/s/wi6g12gr1z0xsqi/DC-ShadowNet\_Soft.zip?
39-1	5177-5180	pwd	*[787]	SOFTWARE[787]
39-2	5180-5181	=	*[787]	SOFTWARE[787]
39-3	5181-5185	u7ec	*[787]	SOFTWARE[787]
39-4	5185-5186	)	*[787]	SOFTWARE[787]
39-5	5187-5188	\|	*[787]	SOFTWARE[787]
39-6	5189-5190	\|	*[787]	SOFTWARE[787]
39-7	5191-5195	LRSS	*[787]	SOFTWARE[787]
39-8	5197-5198	\|	*[787]	SOFTWARE[787]
39-9	5199-5200	-	*[787]	SOFTWARE[787]
39-10	5201-5202	\|	*[787]	SOFTWARE[787]
39-11	5203-5204	-	*[787]	SOFTWARE[787]
39-12	5205-5206	\|	*[787]	SOFTWARE[787]
39-13	5207-5208	-	*[787]	SOFTWARE[787]
39-14	5208-5209	\|	*[787]	SOFTWARE[787]
39-15	5210-5211	\[	*[787]	SOFTWARE[787]
39-16	5211-5212	\[	*[787]	SOFTWARE[787]
39-17	5212-5219	Dropbox	*[787]	SOFTWARE[787]
39-18	5219-5220	\]	*[787]	SOFTWARE[787]
39-19	5220-5221	\]	*[787]	SOFTWARE[787]
39-20	5221-5222	(	*[787]	SOFTWARE[787]
39-21	5222-5227	https	*[787]	SOFTWARE[787]
39-22	5227-5228	:	*[787]	SOFTWARE[787]
39-23	5228-5229	/	*[787]	SOFTWARE[787]
39-24	5229-5230	/	*[787]	SOFTWARE[787]
39-25	5230-5245	www.dropbox.com	*[787]	SOFTWARE[787]
39-26	5245-5246	/	*[787]	SOFTWARE[787]
39-27	5246-5247	s	*[787]	SOFTWARE[787]
39-28	5247-5248	/	*[787]	SOFTWARE[787]
39-29	5248-5263	wi6g12gr1z0xsqi	*[787]	SOFTWARE[787]
39-30	5263-5264	/	*[787]	SOFTWARE[787]
39-31	5264-5285	DC-ShadowNet\_Soft.zip	*[787]	SOFTWARE[787]
39-32	5285-5286	?	*[787]	SOFTWARE[787]

#Text=dl=0) \| \[\[BaiduPan(code:bbns)\]\](https://pan.baidu.com/s/1yLxFKLH7QJr\_f75ITUCRMQ?
40-1	5286-5288	dl	*[787]	SOFTWARE[787]
40-2	5288-5289	=	*[787]	SOFTWARE[787]
40-3	5289-5290	0	*[787]	SOFTWARE[787]
40-4	5290-5291	)	*[787]	SOFTWARE[787]
40-5	5292-5293	\|	*[787]	SOFTWARE[787]
40-6	5294-5295	\[	*[787]	SOFTWARE[787]
40-7	5295-5296	\[	*[787]	SOFTWARE[787]
40-8	5296-5304	BaiduPan	*[787]	SOFTWARE[787]
40-9	5304-5305	(	*[787]	SOFTWARE[787]
40-10	5305-5309	code	*[787]	SOFTWARE[787]
40-11	5309-5310	:	*[787]	SOFTWARE[787]
40-12	5310-5314	bbns	*[787]	SOFTWARE[787]
40-13	5314-5315	)	*[787]	SOFTWARE[787]
40-14	5315-5316	\]	*[787]	SOFTWARE[787]
40-15	5316-5317	\]	*[787]	SOFTWARE[787]
40-16	5317-5318	(	*[787]	SOFTWARE[787]
40-17	5318-5323	https	*[787]	SOFTWARE[787]
40-18	5323-5324	:	*[787]	SOFTWARE[787]
40-19	5324-5325	/	*[787]	SOFTWARE[787]
40-20	5325-5326	/	*[787]	SOFTWARE[787]
40-21	5326-5339	pan.baidu.com	*[787]	SOFTWARE[787]
40-22	5339-5340	/	*[787]	SOFTWARE[787]
40-23	5340-5341	s	*[787]	SOFTWARE[787]
40-24	5341-5342	/	*[787]	SOFTWARE[787]
40-25	5342-5365	1yLxFKLH7QJr\_f75ITUCRMQ	*[787]	SOFTWARE[787]
40-26	5365-5366	?	*[787]	SOFTWARE[787]

#Text=pwd=bbns) \|  ## Single Image Test 1.
41-1	5366-5369	pwd	*[787]	SOFTWARE[787]
41-2	5369-5370	=	*[787]	SOFTWARE[787]
41-3	5370-5374	bbns	*[787]	SOFTWARE[787]
41-4	5374-5375	)	*[787]	SOFTWARE[787]
41-5	5376-5377	\|	*[787]	SOFTWARE[787]
41-6	5379-5380	#	*[787]	SOFTWARE[787]
41-7	5380-5381	#	*[787]	SOFTWARE[787]
41-8	5382-5388	Single	*[787]	SOFTWARE[787]
41-9	5389-5394	Image	*[787]	SOFTWARE[787]
41-10	5395-5399	Test	*[787]	SOFTWARE[787]
41-11	5400-5401	1	*[787]	SOFTWARE[787]
41-12	5401-5402	.	*[787]	SOFTWARE[787]

#Text=Download the pre-trained SRD model \[\[Dropbox\]\](https://www.dropbox.com/scl/fi/icj273vu98w1l9zzwjxt7/SRD\_params\_0500000.pt?
42-1	5403-5411	Download	*[787]	SOFTWARE[787]
42-2	5412-5415	the	*[787]	SOFTWARE[787]
42-3	5416-5427	pre-trained	*[787]	SOFTWARE[787]
42-4	5428-5431	SRD	*[787]	SOFTWARE[787]
42-5	5432-5437	model	*[787]	SOFTWARE[787]
42-6	5438-5439	\[	*[787]	SOFTWARE[787]
42-7	5439-5440	\[	*[787]	SOFTWARE[787]
42-8	5440-5447	Dropbox	*[787]	SOFTWARE[787]
42-9	5447-5448	\]	*[787]	SOFTWARE[787]
42-10	5448-5449	\]	*[787]	SOFTWARE[787]
42-11	5449-5450	(	*[787]	SOFTWARE[787]
42-12	5450-5455	https	*[787]	SOFTWARE[787]
42-13	5455-5456	:	*[787]	SOFTWARE[787]
42-14	5456-5457	/	*[787]	SOFTWARE[787]
42-15	5457-5458	/	*[787]	SOFTWARE[787]
42-16	5458-5473	www.dropbox.com	*[787]	SOFTWARE[787]
42-17	5473-5474	/	*[787]	SOFTWARE[787]
42-18	5474-5477	scl	*[787]	SOFTWARE[787]
42-19	5477-5478	/	*[787]	SOFTWARE[787]
42-20	5478-5480	fi	*[787]	SOFTWARE[787]
42-21	5480-5481	/	*[787]	SOFTWARE[787]
42-22	5481-5502	icj273vu98w1l9zzwjxt7	*[787]	SOFTWARE[787]
42-23	5502-5503	/	*[787]	SOFTWARE[787]
42-24	5503-5513	SRD\_params	*[787]	SOFTWARE[787]
42-25	5513-5514	\_	*[787]	SOFTWARE[787]
42-26	5514-5521	0500000	*[787]	SOFTWARE[787]
42-27	5521-5522	.	*[787]	SOFTWARE[787]
42-28	5522-5524	pt	*[787]	SOFTWARE[787]
42-29	5524-5525	?	*[787]	SOFTWARE[787]

#Text=rlkey=6jzx33gwat7t4fv30spw3c0za&dl=0) \| \[\[BaiduPan(code:zhd2)\]\](https://pan.baidu.com/s/1CV1wQkSMR9OOw9ROAdY-pg?
43-1	5525-5530	rlkey	*[787]	SOFTWARE[787]
43-2	5530-5531	=	*[787]	SOFTWARE[787]
43-3	5531-5556	6jzx33gwat7t4fv30spw3c0za	*[787]	SOFTWARE[787]
43-4	5556-5557	&	*[787]	SOFTWARE[787]
43-5	5557-5559	dl	*[787]	SOFTWARE[787]
43-6	5559-5560	=	*[787]	SOFTWARE[787]
43-7	5560-5561	0	*[787]	SOFTWARE[787]
43-8	5561-5562	)	*[787]	SOFTWARE[787]
43-9	5563-5564	\|	*[787]	SOFTWARE[787]
43-10	5565-5566	\[	*[787]	SOFTWARE[787]
43-11	5566-5567	\[	*[787]	SOFTWARE[787]
43-12	5567-5575	BaiduPan	*[787]	SOFTWARE[787]
43-13	5575-5576	(	*[787]	SOFTWARE[787]
43-14	5576-5580	code	*[787]	SOFTWARE[787]
43-15	5580-5581	:	*[787]	SOFTWARE[787]
43-16	5581-5585	zhd2	*[787]	SOFTWARE[787]
43-17	5585-5586	)	*[787]	SOFTWARE[787]
43-18	5586-5587	\]	*[787]	SOFTWARE[787]
43-19	5587-5588	\]	*[787]	SOFTWARE[787]
43-20	5588-5589	(	*[787]	SOFTWARE[787]
43-21	5589-5594	https	*[787]	SOFTWARE[787]
43-22	5594-5595	:	*[787]	SOFTWARE[787]
43-23	5595-5596	/	*[787]	SOFTWARE[787]
43-24	5596-5597	/	*[787]	SOFTWARE[787]
43-25	5597-5610	pan.baidu.com	*[787]	SOFTWARE[787]
43-26	5610-5611	/	*[787]	SOFTWARE[787]
43-27	5611-5612	s	*[787]	SOFTWARE[787]
43-28	5612-5613	/	*[787]	SOFTWARE[787]
43-29	5613-5636	1CV1wQkSMR9OOw9ROAdY-pg	*[787]	SOFTWARE[787]
43-30	5636-5637	?	*[787]	SOFTWARE[787]

#Text=pwd=zhd2), put in `results/SRD/model/` 2.
44-1	5637-5640	pwd	*[787]	SOFTWARE[787]
44-2	5640-5641	=	*[787]	SOFTWARE[787]
44-3	5641-5645	zhd2	*[787]	SOFTWARE[787]
44-4	5645-5646	)	*[787]	SOFTWARE[787]
44-5	5646-5647	,	*[787]	SOFTWARE[787]
44-6	5648-5651	put	*[787]	SOFTWARE[787]
44-7	5652-5654	in	*[787]	SOFTWARE[787]
