#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=## Accurate 3D Face Reconstruction with Weakly-Supervised Learning: From Single Image to Image Set ##  <p align="center">  <img src="/images/example.gif"> </p>  ### \*\*\_\\\*\\\*\\\*07/20/2021: A \[PyTorch implementation\](https://github.com/sicxu/Deep3DFaceRecon\_pytorch) which has much better performance and is much easier to use is available now.
1-1	0-1	#	*[523]|*[785]	SOFTWARE[523]|SOFTWARE[785]
13-183	1655-1656	\|	*[785]	SOFTWARE[785]
13-184	1656-1657	-	*[785]	SOFTWARE[785]
13-185	1657-1658	\|	*[785]	SOFTWARE[785]
13-186	1658-1659	-	*[785]	SOFTWARE[785]
13-187	1659-1660	\|	*[785]	SOFTWARE[785]
13-188	1660-1664	1.86	*[785]	SOFTWARE[785]
13-189	1664-1665	±	*[785]	SOFTWARE[785]
13-190	1665-1669	0.47	*[785]	SOFTWARE[785]
13-191	1669-1670	\|	*[785]	SOFTWARE[785]
13-192	1671-1672	\|	*[785]	SOFTWARE[785]
13-193	1672-1676	Ours	*[785]	SOFTWARE[785]
13-194	1676-1677	\|	*[785]	SOFTWARE[785]
13-195	1677-1678	\*	*[785]	SOFTWARE[785]
13-196	1678-1679	\*	*[785]	SOFTWARE[785]
13-197	1679-1683	1.81	*[785]	SOFTWARE[785]
13-198	1683-1684	±	*[785]	SOFTWARE[785]
13-199	1684-1688	0.50	*[785]	SOFTWARE[785]
13-200	1688-1689	\*	*[785]	SOFTWARE[785]
13-201	1689-1690	\*	*[785]	SOFTWARE[785]
13-202	1690-1691	\|	*[785]	SOFTWARE[785]
13-203	1691-1692	\*	*[785]	SOFTWARE[785]
13-204	1692-1693	\*	*[785]	SOFTWARE[785]
13-205	1693-1697	1.67	*[785]	SOFTWARE[785]
13-206	1697-1698	±	*[785]	SOFTWARE[785]
13-207	1698-1702	0.50	*[785]	SOFTWARE[785]
13-208	1702-1703	\*	*[785]	SOFTWARE[785]
13-209	1703-1704	\*	*[785]	SOFTWARE[785]
13-210	1704-1705	\|	*[785]	SOFTWARE[785]
13-211	1705-1706	\*	*[785]	SOFTWARE[785]
13-212	1706-1707	\*	*[785]	SOFTWARE[785]
13-213	1707-1711	1.40	*[785]	SOFTWARE[785]
13-214	1711-1712	±	*[785]	SOFTWARE[785]
13-215	1712-1716	0.31	*[785]	SOFTWARE[785]
13-216	1716-1717	\*	*[785]	SOFTWARE[785]
13-217	1717-1718	\*	*[785]	SOFTWARE[785]
13-218	1718-1719	\|	*[785]	SOFTWARE[785]
13-219	1721-1722	(	*[785]	SOFTWARE[785]
13-220	1722-1728	Please	*[785]	SOFTWARE[785]
13-221	1729-1734	refer	*[785]	SOFTWARE[785]
13-222	1735-1737	to	*[785]	SOFTWARE[785]
13-223	1738-1741	our	*[785]	SOFTWARE[785]
13-224	1742-1747	paper	*[785]	SOFTWARE[785]
13-225	1748-1751	for	*[785]	SOFTWARE[785]
13-226	1752-1756	more	*[785]	SOFTWARE[785]
13-227	1757-1764	details	*[785]	SOFTWARE[785]
13-228	1765-1770	about	*[785]	SOFTWARE[785]
13-229	1771-1776	these	*[785]	SOFTWARE[785]
13-230	1777-1784	results	*[785]	SOFTWARE[785]
13-231	1784-1785	)	*[785]	SOFTWARE[785]
13-232	1787-1788	#	*[785]	SOFTWARE[785]
13-233	1788-1789	#	*[785]	SOFTWARE[785]
13-234	1789-1790	#	*[785]	SOFTWARE[785]
13-235	1791-1792	●	*[785]	SOFTWARE[785]
13-236	1793-1797	High	*[785]	SOFTWARE[785]
13-237	1798-1806	fidelity	*[785]	SOFTWARE[785]
13-238	1807-1815	textures	*[785]	SOFTWARE[785]
13-239	1816-1819	The	*[785]	SOFTWARE[785]
13-240	1820-1826	method	*[785]	SOFTWARE[785]
13-241	1827-1835	produces	*[785]	SOFTWARE[785]
13-242	1836-1840	high	*[785]	SOFTWARE[785]
13-243	1841-1849	fidelity	*[785]	SOFTWARE[785]
13-244	1850-1854	face	*[785]	SOFTWARE[785]
13-245	1855-1863	textures	*[785]	SOFTWARE[785]
13-246	1864-1873	meanwhile	*[785]	SOFTWARE[785]
13-247	1874-1883	preserves	*[785]	SOFTWARE[785]
13-248	1884-1892	identity	*[785]	SOFTWARE[785]
13-249	1893-1904	information	*[785]	SOFTWARE[785]
13-250	1905-1907	of	*[785]	SOFTWARE[785]
13-251	1908-1913	input	*[785]	SOFTWARE[785]
13-252	1914-1920	images	*[785]	SOFTWARE[785]
13-253	1920-1921	.	*[785]	SOFTWARE[785]

#Text=Scene illumination is also disentangled to generate a pure albedo.
14-1	1922-1927	Scene	*[785]	SOFTWARE[785]
14-2	1928-1940	illumination	*[785]	SOFTWARE[785]
14-3	1941-1943	is	*[785]	SOFTWARE[785]
14-4	1944-1948	also	*[785]	SOFTWARE[785]
14-5	1949-1961	disentangled	*[785]	SOFTWARE[785]
14-6	1962-1964	to	*[785]	SOFTWARE[785]
14-7	1965-1973	generate	*[785]	SOFTWARE[785]
14-8	1974-1975	a	*[785]	SOFTWARE[785]
14-9	1976-1980	pure	*[785]	SOFTWARE[785]
14-10	1981-1987	albedo	*[785]	SOFTWARE[785]
14-11	1987-1988	.	*[785]	SOFTWARE[785]

#Text=<p align="center">  <img src="/images/albedo.png"> </p>  ### ● Robust The method can provide reasonable results under extreme conditions such as large pose and occlusions.
15-1	1989-1990	<	*[785]	SOFTWARE[785]
15-2	1990-1991	p	*[785]	SOFTWARE[785]
15-3	1992-1997	align	*[785]	SOFTWARE[785]
15-4	1997-1998	=	*[785]	SOFTWARE[785]
15-5	1998-1999	"	*[785]	SOFTWARE[785]
15-6	1999-2005	center	*[785]	SOFTWARE[785]
15-7	2005-2006	"	*[785]	SOFTWARE[785]
15-8	2006-2007	>	*[785]	SOFTWARE[785]
15-9	2009-2010	<	*[785]	SOFTWARE[785]
15-10	2010-2013	img	*[785]	SOFTWARE[785]
15-11	2014-2017	src	*[785]	SOFTWARE[785]
15-12	2017-2018	=	*[785]	SOFTWARE[785]
15-13	2018-2019	"	*[785]	SOFTWARE[785]
15-14	2019-2020	/	*[785]	SOFTWARE[785]
15-15	2020-2026	images	*[785]	SOFTWARE[785]
15-16	2026-2027	/	*[785]	SOFTWARE[785]
15-17	2027-2037	albedo.png	*[785]	SOFTWARE[785]
15-18	2037-2038	"	*[785]	SOFTWARE[785]
15-19	2038-2039	>	*[785]	SOFTWARE[785]
15-20	2040-2041	<	*[785]	SOFTWARE[785]
15-21	2041-2042	/	*[785]	SOFTWARE[785]
15-22	2042-2043	p	*[785]	SOFTWARE[785]
15-23	2043-2044	>	*[785]	SOFTWARE[785]
15-24	2046-2047	#	*[785]	SOFTWARE[785]
15-25	2047-2048	#	*[785]	SOFTWARE[785]
15-26	2048-2049	#	*[785]	SOFTWARE[785]
15-27	2050-2051	●	*[785]	SOFTWARE[785]
15-28	2052-2058	Robust	*[785]	SOFTWARE[785]
15-29	2059-2062	The	*[785]	SOFTWARE[785]
15-30	2063-2069	method	*[785]	SOFTWARE[785]
15-31	2070-2073	can	*[785]	SOFTWARE[785]
15-32	2074-2081	provide	*[785]	SOFTWARE[785]
15-33	2082-2092	reasonable	*[785]	SOFTWARE[785]
15-34	2093-2100	results	*[785]	SOFTWARE[785]
15-35	2101-2106	under	*[785]	SOFTWARE[785]
15-36	2107-2114	extreme	*[785]	SOFTWARE[785]
15-37	2115-2125	conditions	*[785]	SOFTWARE[785]
15-38	2126-2130	such	*[785]	SOFTWARE[785]
15-39	2131-2133	as	*[785]	SOFTWARE[785]
15-40	2134-2139	large	*[785]	SOFTWARE[785]
15-41	2140-2144	pose	*[785]	SOFTWARE[785]
15-42	2145-2148	and	*[785]	SOFTWARE[785]
15-43	2149-2159	occlusions	*[785]	SOFTWARE[785]
15-44	2159-2160	.	*[785]	SOFTWARE[785]

#Text=<p align="center">  <img src="/images/extreme.png"> </p>  ### ● Aligned with images Our method aligns reconstruction faces with input images.
16-1	2161-2162	<	*[785]	SOFTWARE[785]
16-2	2162-2163	p	*[785]	SOFTWARE[785]
16-3	2164-2169	align	*[785]	SOFTWARE[785]
16-4	2169-2170	=	*[785]	SOFTWARE[785]
16-5	2170-2171	"	*[785]	SOFTWARE[785]
16-6	2171-2177	center	*[785]	SOFTWARE[785]
16-7	2177-2178	"	*[785]	SOFTWARE[785]
16-8	2178-2179	>	*[785]	SOFTWARE[785]
16-9	2181-2182	<	*[785]	SOFTWARE[785]
16-10	2182-2185	img	*[785]	SOFTWARE[785]
16-11	2186-2189	src	*[785]	SOFTWARE[785]
16-12	2189-2190	=	*[785]	SOFTWARE[785]
16-13	2190-2191	"	*[785]	SOFTWARE[785]
16-14	2191-2192	/	*[785]	SOFTWARE[785]
16-15	2192-2198	images	*[785]	SOFTWARE[785]
16-16	2198-2199	/	*[785]	SOFTWARE[785]
16-17	2199-2210	extreme.png	*[785]	SOFTWARE[785]
16-18	2210-2211	"	*[785]	SOFTWARE[785]
16-19	2211-2212	>	*[785]	SOFTWARE[785]
16-20	2213-2214	<	*[785]	SOFTWARE[785]
16-21	2214-2215	/	*[785]	SOFTWARE[785]
16-22	2215-2216	p	*[785]	SOFTWARE[785]
16-23	2216-2217	>	*[785]	SOFTWARE[785]
16-24	2219-2220	#	*[785]	SOFTWARE[785]
16-25	2220-2221	#	*[785]	SOFTWARE[785]
16-26	2221-2222	#	*[785]	SOFTWARE[785]
16-27	2223-2224	●	*[785]	SOFTWARE[785]
16-28	2225-2232	Aligned	*[785]	SOFTWARE[785]
16-29	2233-2237	with	*[785]	SOFTWARE[785]
16-30	2238-2244	images	*[785]	SOFTWARE[785]
16-31	2245-2248	Our	*[785]	SOFTWARE[785]
16-32	2249-2255	method	*[785]	SOFTWARE[785]
16-33	2256-2262	aligns	*[785]	SOFTWARE[785]
16-34	2263-2277	reconstruction	*[785]	SOFTWARE[785]
16-35	2278-2283	faces	*[785]	SOFTWARE[785]
16-36	2284-2288	with	*[785]	SOFTWARE[785]
16-37	2289-2294	input	*[785]	SOFTWARE[785]
16-38	2295-2301	images	*[785]	SOFTWARE[785]
16-39	2301-2302	.	*[785]	SOFTWARE[785]

#Text=It provides face pose estimation and 68 facial landmarks which are useful for other tasks.
17-1	2303-2305	It	*[785]	SOFTWARE[785]
17-2	2306-2314	provides	*[785]	SOFTWARE[785]
17-3	2315-2319	face	*[785]	SOFTWARE[785]
17-4	2320-2324	pose	*[785]	SOFTWARE[785]
17-5	2325-2335	estimation	*[785]	SOFTWARE[785]
17-6	2336-2339	and	*[785]	SOFTWARE[785]
17-7	2340-2342	68	*[785]	SOFTWARE[785]
17-8	2343-2349	facial	*[785]	SOFTWARE[785]
17-9	2350-2359	landmarks	*[785]	SOFTWARE[785]
17-10	2360-2365	which	*[785]	SOFTWARE[785]
17-11	2366-2369	are	*[785]	SOFTWARE[785]
17-12	2370-2376	useful	*[785]	SOFTWARE[785]
17-13	2377-2380	for	*[785]	SOFTWARE[785]
17-14	2381-2386	other	*[785]	SOFTWARE[785]
17-15	2387-2392	tasks	*[785]	SOFTWARE[785]
17-16	2392-2393	.	*[785]	SOFTWARE[785]

#Text=We conduct an experiment on AFLW\_2000 dataset (NME) to evaluate the performance, as shown in the table below: <p align="center">  <img src="/images/alignment.png"> </p>  \|Method\|\[0°,30°\]\|\[30°,60°\]\|\[60°,90°\]\|Overall\| \|:---:\|:---:\|:---:\|:---:\|:---:\| \|\[3DDFA 16\](https://arxiv.org/abs/1511.07212)</center>\|3.78\|4.54\|7.93\|5.42\| \|\[3DDFA+SDM 16\](https://arxiv.org/abs/1511.07212)\|3.43\|4.24\|7.17\|4.94\| \|\[Bulat et al. 17\](https://arxiv.org/abs/1703.00862)\|\*\*2.47\*\*\|\*\*3.01\*\*\|\*\*4.31\*\*\|\*\*3.26\*\*\| \|\[PRN 18\](https://arxiv.org/abs/1803.07835)\|2.75\|3.51\|4.61\|3.62\| \|Ours\|2.56\|3.11\|4.45\|3.37\|   ### ● Easy and Fast Faces are represented with Basel Face Model 2009, which is easy for further manipulations (e.g expression transfer).
18-1	2394-2396	We	*[785]	SOFTWARE[785]
18-2	2397-2404	conduct	*[785]	SOFTWARE[785]
18-3	2405-2407	an	*[785]	SOFTWARE[785]
18-4	2408-2418	experiment	*[785]	SOFTWARE[785]
18-5	2419-2421	on	*[785]	SOFTWARE[785]
18-6	2422-2426	AFLW	*[785]	SOFTWARE[785]
18-7	2426-2427	\_	*[785]	SOFTWARE[785]
18-8	2427-2431	2000	*[785]	SOFTWARE[785]
18-9	2432-2439	dataset	*[785]	SOFTWARE[785]
18-10	2440-2441	(	*[785]	SOFTWARE[785]
18-11	2441-2444	NME	*[785]	SOFTWARE[785]
18-12	2444-2445	)	*[785]	SOFTWARE[785]
18-13	2446-2448	to	*[785]	SOFTWARE[785]
18-14	2449-2457	evaluate	*[785]	SOFTWARE[785]
18-15	2458-2461	the	*[785]	SOFTWARE[785]
18-16	2462-2473	performance	*[785]	SOFTWARE[785]
18-17	2473-2474	,	*[785]	SOFTWARE[785]
18-18	2475-2477	as	*[785]	SOFTWARE[785]
18-19	2478-2483	shown	*[785]	SOFTWARE[785]
18-20	2484-2486	in	*[785]	SOFTWARE[785]
18-21	2487-2490	the	*[785]	SOFTWARE[785]
18-22	2491-2496	table	*[785]	SOFTWARE[785]
18-23	2497-2502	below	*[785]	SOFTWARE[785]
18-24	2502-2503	:	*[785]	SOFTWARE[785]
18-25	2504-2505	<	*[785]	SOFTWARE[785]
18-26	2505-2506	p	*[785]	SOFTWARE[785]
18-27	2507-2512	align	*[785]	SOFTWARE[785]
18-28	2512-2513	=	*[785]	SOFTWARE[785]
18-29	2513-2514	"	*[785]	SOFTWARE[785]
18-30	2514-2520	center	*[785]	SOFTWARE[785]
18-31	2520-2521	"	*[785]	SOFTWARE[785]
18-32	2521-2522	>	*[785]	SOFTWARE[785]
18-33	2524-2525	<	*[785]	SOFTWARE[785]
18-34	2525-2528	img	*[785]	SOFTWARE[785]
18-35	2529-2532	src	*[785]	SOFTWARE[785]
18-36	2532-2533	=	*[785]	SOFTWARE[785]
18-37	2533-2534	"	*[785]	SOFTWARE[785]
18-38	2534-2535	/	*[785]	SOFTWARE[785]
18-39	2535-2541	images	*[785]	SOFTWARE[785]
18-40	2541-2542	/	*[785]	SOFTWARE[785]
18-41	2542-2555	alignment.png	*[785]	SOFTWARE[785]
18-42	2555-2556	"	*[785]	SOFTWARE[785]
18-43	2556-2557	>	*[785]	SOFTWARE[785]
18-44	2558-2559	<	*[785]	SOFTWARE[785]
18-45	2559-2560	/	*[785]	SOFTWARE[785]
18-46	2560-2561	p	*[785]	SOFTWARE[785]
18-47	2561-2562	>	*[785]	SOFTWARE[785]
18-48	2564-2565	\|	*[785]	SOFTWARE[785]
18-49	2565-2571	Method	*[785]	SOFTWARE[785]
18-50	2571-2572	\|	*[785]	SOFTWARE[785]
18-51	2572-2573	\[	*[785]	SOFTWARE[785]
18-52	2573-2574	0	*[785]	SOFTWARE[785]
18-53	2574-2575	°	*[785]	SOFTWARE[785]
18-54	2575-2576	,	*[785]	SOFTWARE[785]
18-55	2576-2578	30	*[785]	SOFTWARE[785]
18-56	2578-2579	°	*[785]	SOFTWARE[785]
18-57	2579-2580	\]	*[785]	SOFTWARE[785]
18-58	2580-2581	\|	*[785]	SOFTWARE[785]
18-59	2581-2582	\[	*[785]	SOFTWARE[785]
18-60	2582-2584	30	*[785]	SOFTWARE[785]
18-61	2584-2585	°	*[785]	SOFTWARE[785]
18-62	2585-2586	,	*[785]	SOFTWARE[785]
18-63	2586-2588	60	*[785]	SOFTWARE[785]
18-64	2588-2589	°	*[785]	SOFTWARE[785]
18-65	2589-2590	\]	*[785]	SOFTWARE[785]
18-66	2590-2591	\|	*[785]	SOFTWARE[785]
18-67	2591-2592	\[	*[785]	SOFTWARE[785]
18-68	2592-2594	60	*[785]	SOFTWARE[785]
18-69	2594-2595	°	*[785]	SOFTWARE[785]
18-70	2595-2596	,	*[785]	SOFTWARE[785]
18-71	2596-2598	90	*[785]	SOFTWARE[785]
18-72	2598-2599	°	*[785]	SOFTWARE[785]
18-73	2599-2600	\]	*[785]	SOFTWARE[785]
18-74	2600-2601	\|	*[785]	SOFTWARE[785]
18-75	2601-2608	Overall	*[785]	SOFTWARE[785]
18-76	2608-2609	\|	*[785]	SOFTWARE[785]
18-77	2610-2611	\|	*[785]	SOFTWARE[785]
18-78	2611-2612	:	*[785]	SOFTWARE[785]
18-79	2612-2613	-	*[785]	SOFTWARE[785]
18-80	2613-2614	-	*[785]	SOFTWARE[785]
18-81	2614-2615	-	*[785]	SOFTWARE[785]
18-82	2615-2616	:	*[785]	SOFTWARE[785]
18-83	2616-2617	\|	*[785]	SOFTWARE[785]
18-84	2617-2618	:	*[785]	SOFTWARE[785]
18-85	2618-2619	-	*[785]	SOFTWARE[785]
18-86	2619-2620	-	*[785]	SOFTWARE[785]
18-87	2620-2621	-	*[785]	SOFTWARE[785]
18-88	2621-2622	:	*[785]	SOFTWARE[785]
18-89	2622-2623	\|	*[785]	SOFTWARE[785]
18-90	2623-2624	:	*[785]	SOFTWARE[785]
18-91	2624-2625	-	*[785]	SOFTWARE[785]
18-92	2625-2626	-	*[785]	SOFTWARE[785]
18-93	2626-2627	-	*[785]	SOFTWARE[785]
18-94	2627-2628	:	*[785]	SOFTWARE[785]
18-95	2628-2629	\|	*[785]	SOFTWARE[785]
18-96	2629-2630	:	*[785]	SOFTWARE[785]
18-97	2630-2631	-	*[785]	SOFTWARE[785]
18-98	2631-2632	-	*[785]	SOFTWARE[785]
18-99	2632-2633	-	*[785]	SOFTWARE[785]
18-100	2633-2634	:	*[785]	SOFTWARE[785]
18-101	2634-2635	\|	*[785]	SOFTWARE[785]
18-102	2635-2636	:	*[785]	SOFTWARE[785]
18-103	2636-2637	-	*[785]	SOFTWARE[785]
18-104	2637-2638	-	*[785]	SOFTWARE[785]
18-105	2638-2639	-	*[785]	SOFTWARE[785]
18-106	2639-2640	:	*[785]	SOFTWARE[785]
18-107	2640-2641	\|	*[785]	SOFTWARE[785]
18-108	2642-2643	\|	*[785]	SOFTWARE[785]
18-109	2643-2644	\[	*[785]	SOFTWARE[785]
18-110	2644-2649	3DDFA	*[785]	SOFTWARE[785]
18-111	2650-2652	16	*[785]	SOFTWARE[785]
18-112	2652-2653	\]	*[785]	SOFTWARE[785]
18-113	2653-2654	(	*[785]	SOFTWARE[785]
18-114	2654-2659	https	*[785]	SOFTWARE[785]
18-115	2659-2660	:	*[785]	SOFTWARE[785]
18-116	2660-2661	/	*[785]	SOFTWARE[785]
18-117	2661-2662	/	*[785]	SOFTWARE[785]
18-118	2662-2671	arxiv.org	*[785]	SOFTWARE[785]
18-119	2671-2672	/	*[785]	SOFTWARE[785]
18-120	2672-2675	abs	*[785]	SOFTWARE[785]
18-121	2675-2676	/	*[785]	SOFTWARE[785]
18-122	2676-2686	1511.07212	*[785]	SOFTWARE[785]
18-123	2686-2687	)	*[785]	SOFTWARE[785]
18-124	2687-2688	<	*[785]	SOFTWARE[785]
18-125	2688-2689	/	*[785]	SOFTWARE[785]
18-126	2689-2695	center	*[785]	SOFTWARE[785]
18-127	2695-2696	>	*[785]	SOFTWARE[785]
18-128	2696-2697	\|	*[785]	SOFTWARE[785]
18-129	2697-2701	3.78	*[785]	SOFTWARE[785]
18-130	2701-2702	\|	*[785]	SOFTWARE[785]
18-131	2702-2706	4.54	*[785]	SOFTWARE[785]
18-132	2706-2707	\|	*[785]	SOFTWARE[785]
18-133	2707-2711	7.93	*[785]	SOFTWARE[785]
18-134	2711-2712	\|	*[785]	SOFTWARE[785]
18-135	2712-2716	5.42	*[785]	SOFTWARE[785]
18-136	2716-2717	\|	*[785]	SOFTWARE[785]
18-137	2718-2719	\|	*[785]	SOFTWARE[785]
18-138	2719-2720	\[	*[785]	SOFTWARE[785]
18-139	2720-2725	3DDFA	*[785]	SOFTWARE[785]
18-140	2725-2726	+	*[785]	SOFTWARE[785]
18-141	2726-2729	SDM	*[785]	SOFTWARE[785]
18-142	2730-2732	16	*[785]	SOFTWARE[785]
18-143	2732-2733	\]	*[785]	SOFTWARE[785]
18-144	2733-2734	(	*[785]	SOFTWARE[785]
18-145	2734-2739	https	*[785]	SOFTWARE[785]
18-146	2739-2740	:	*[785]	SOFTWARE[785]
18-147	2740-2741	/	*[785]	SOFTWARE[785]
18-148	2741-2742	/	*[785]	SOFTWARE[785]
18-149	2742-2751	arxiv.org	*[785]	SOFTWARE[785]
18-150	2751-2752	/	*[785]	SOFTWARE[785]
18-151	2752-2755	abs	*[785]	SOFTWARE[785]
18-152	2755-2756	/	*[785]	SOFTWARE[785]
18-153	2756-2766	1511.07212	*[785]	SOFTWARE[785]
18-154	2766-2767	)	*[785]	SOFTWARE[785]
18-155	2767-2768	\|	*[785]	SOFTWARE[785]
18-156	2768-2772	3.43	*[785]	SOFTWARE[785]
18-157	2772-2773	\|	*[785]	SOFTWARE[785]
18-158	2773-2777	4.24	*[785]	SOFTWARE[785]
18-159	2777-2778	\|	*[785]	SOFTWARE[785]
18-160	2778-2782	7.17	*[785]	SOFTWARE[785]
18-161	2782-2783	\|	*[785]	SOFTWARE[785]
18-162	2783-2787	4.94	*[785]	SOFTWARE[785]
18-163	2787-2788	\|	*[785]	SOFTWARE[785]
18-164	2789-2790	\|	*[785]	SOFTWARE[785]
18-165	2790-2791	\[	*[785]	SOFTWARE[785]
18-166	2791-2796	Bulat	*[785]	SOFTWARE[785]
18-167	2797-2799	et	*[785]	SOFTWARE[785]
18-168	2800-2802	al	*[785]	SOFTWARE[785]
18-169	2802-2803	.	*[785]	SOFTWARE[785]
18-170	2804-2806	17	*[785]	SOFTWARE[785]
18-171	2806-2807	\]	*[785]	SOFTWARE[785]
18-172	2807-2808	(	*[785]	SOFTWARE[785]
18-173	2808-2813	https	*[785]	SOFTWARE[785]
18-174	2813-2814	:	*[785]	SOFTWARE[785]
18-175	2814-2815	/	*[785]	SOFTWARE[785]
18-176	2815-2816	/	*[785]	SOFTWARE[785]
18-177	2816-2825	arxiv.org	*[785]	SOFTWARE[785]
18-178	2825-2826	/	*[785]	SOFTWARE[785]
18-179	2826-2829	abs	*[785]	SOFTWARE[785]
18-180	2829-2830	/	*[785]	SOFTWARE[785]
18-181	2830-2840	1703.00862	*[785]	SOFTWARE[785]
18-182	2840-2841	)	*[785]	SOFTWARE[785]
18-183	2841-2842	\|	*[785]	SOFTWARE[785]
18-184	2842-2843	\*	*[785]	SOFTWARE[785]
18-185	2843-2844	\*	*[785]	SOFTWARE[785]
18-186	2844-2848	2.47	*[785]	SOFTWARE[785]
18-187	2848-2849	\*	*[785]	SOFTWARE[785]
18-188	2849-2850	\*	*[785]	SOFTWARE[785]
18-189	2850-2851	\|	*[785]	SOFTWARE[785]
18-190	2851-2852	\*	*[785]	SOFTWARE[785]
18-191	2852-2853	\*	*[785]	SOFTWARE[785]
18-192	2853-2857	3.01	*[785]	SOFTWARE[785]
18-193	2857-2858	\*	*[785]	SOFTWARE[785]
18-194	2858-2859	\*	*[785]	SOFTWARE[785]
18-195	2859-2860	\|	*[785]	SOFTWARE[785]
18-196	2860-2861	\*	*[785]	SOFTWARE[785]
18-197	2861-2862	\*	*[785]	SOFTWARE[785]
18-198	2862-2866	4.31	*[785]	SOFTWARE[785]
18-199	2866-2867	\*	*[785]	SOFTWARE[785]
18-200	2867-2868	\*	*[785]	SOFTWARE[785]
18-201	2868-2869	\|	*[785]	SOFTWARE[785]
18-202	2869-2870	\*	*[785]	SOFTWARE[785]
18-203	2870-2871	\*	*[785]	SOFTWARE[785]
18-204	2871-2875	3.26	*[785]	SOFTWARE[785]
18-205	2875-2876	\*	*[785]	SOFTWARE[785]
18-206	2876-2877	\*	*[785]	SOFTWARE[785]
18-207	2877-2878	\|	*[785]	SOFTWARE[785]
18-208	2879-2880	\|	*[785]	SOFTWARE[785]
18-209	2880-2881	\[	*[785]	SOFTWARE[785]
18-210	2881-2884	PRN	*[785]	SOFTWARE[785]
18-211	2885-2887	18	*[785]	SOFTWARE[785]
18-212	2887-2888	\]	*[785]	SOFTWARE[785]
18-213	2888-2889	(	*[785]	SOFTWARE[785]
18-214	2889-2894	https	*[785]	SOFTWARE[785]
18-215	2894-2895	:	*[785]	SOFTWARE[785]
18-216	2895-2896	/	*[785]	SOFTWARE[785]
18-217	2896-2897	/	*[785]	SOFTWARE[785]
18-218	2897-2906	arxiv.org	*[785]	SOFTWARE[785]
18-219	2906-2907	/	*[785]	SOFTWARE[785]
18-220	2907-2910	abs	*[785]	SOFTWARE[785]
18-221	2910-2911	/	*[785]	SOFTWARE[785]
18-222	2911-2921	1803.07835	*[785]	SOFTWARE[785]
18-223	2921-2922	)	*[785]	SOFTWARE[785]
18-224	2922-2923	\|	*[785]	SOFTWARE[785]
18-225	2923-2927	2.75	*[785]	SOFTWARE[785]
18-226	2927-2928	\|	*[785]	SOFTWARE[785]
18-227	2928-2932	3.51	*[785]	SOFTWARE[785]
18-228	2932-2933	\|	*[785]	SOFTWARE[785]
18-229	2933-2937	4.61	*[785]	SOFTWARE[785]
18-230	2937-2938	\|	*[785]	SOFTWARE[785]
18-231	2938-2942	3.62	*[785]	SOFTWARE[785]
18-232	2942-2943	\|	*[785]	SOFTWARE[785]
18-233	2944-2945	\|	*[785]	SOFTWARE[785]
18-234	2945-2949	Ours	*[785]	SOFTWARE[785]
18-235	2949-2950	\|	*[785]	SOFTWARE[785]
18-236	2950-2954	2.56	*[785]	SOFTWARE[785]
18-237	2954-2955	\|	*[785]	SOFTWARE[785]
18-238	2955-2959	3.11	*[785]	SOFTWARE[785]
18-239	2959-2960	\|	*[785]	SOFTWARE[785]
18-240	2960-2964	4.45	*[785]	SOFTWARE[785]
18-241	2964-2965	\|	*[785]	SOFTWARE[785]
18-242	2965-2969	3.37	*[785]	SOFTWARE[785]
18-243	2969-2970	\|	*[785]	SOFTWARE[785]
18-244	2973-2974	#	*[785]	SOFTWARE[785]
18-245	2974-2975	#	*[785]	SOFTWARE[785]
18-246	2975-2976	#	*[785]	SOFTWARE[785]
18-247	2977-2978	●	*[785]	SOFTWARE[785]
18-248	2979-2983	Easy	*[785]	SOFTWARE[785]
18-249	2984-2987	and	*[785]	SOFTWARE[785]
18-250	2988-2992	Fast	*[785]	SOFTWARE[785]
18-251	2993-2998	Faces	*[785]	SOFTWARE[785]
18-252	2999-3002	are	*[785]	SOFTWARE[785]
18-253	3003-3014	represented	*[785]	SOFTWARE[785]
18-254	3015-3019	with	*[785]	SOFTWARE[785]
18-255	3020-3025	Basel	*[785]	SOFTWARE[785]
18-256	3026-3030	Face	*[785]	SOFTWARE[785]
18-257	3031-3036	Model	*[785]	SOFTWARE[785]
18-258	3037-3041	2009	*[785]	SOFTWARE[785]
18-259	3041-3042	,	*[785]	SOFTWARE[785]
18-260	3043-3048	which	*[785]	SOFTWARE[785]
18-261	3049-3051	is	*[785]	SOFTWARE[785]
18-262	3052-3056	easy	*[785]	SOFTWARE[785]
18-263	3057-3060	for	*[785]	SOFTWARE[785]
18-264	3061-3068	further	*[785]	SOFTWARE[785]
18-265	3069-3082	manipulations	*[785]	SOFTWARE[785]
18-266	3083-3084	(	*[785]	SOFTWARE[785]
18-267	3084-3087	e.g	*[785]	SOFTWARE[785]
18-268	3088-3098	expression	*[785]	SOFTWARE[785]
18-269	3099-3107	transfer	*[785]	SOFTWARE[785]
18-270	3107-3108	)	*[785]	SOFTWARE[785]
18-271	3108-3109	.	*[785]	SOFTWARE[785]

#Text=ResNet-50 is used as backbone network to achieve over 50 fps (on GTX 1080) for reconstructions.   ## Getting Started ### Testing Requirements ###  - Reconstructions can be done on both Windows and Linux.
